filepath,category,texture,texture_confidence,season,season_confidence,season_gap,season_source
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts313.jpg,Shorts,solid,0.1843,all-season,0.1537,0.0043,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant278.jpg,Pants,solid,0.1815,winter,0.1573,0.0178,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt301.jpg,Skirt,pleated,0.2018,all-season,0.1686,0.003,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress300.jpg,Dress,pleated,0.2476,summer,0.1758,0.0181,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress018.jpg,Dress,floral,0.2616,summer,0.196,0.0562,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant308.jpg,Pants,solid,0.2373,fall,0.1938,0.0197,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt147.jpg,Shirt,striped,0.2528,all-season,0.2016,0.0048,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress391.jpg,Dress,floral,0.2459,summer,0.2135,0.049,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket204.jpg,Jacket,solid,0.2056,summer,0.1996,0.0289,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter381.jpg,Warmwear,embroidered,0.2193,all-season,0.2205,0.0002,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top159.jpg,Top,solid,0.279,summer,0.2907,0.0598,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant300.jpg,Pants,solid,0.1929,all-season,0.1578,0.0032,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter208.jpg,Warmwear,solid,0.1981,winter,0.2041,0.0162,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer407.jpg,Blazer,solid,0.2076,fall,0.2233,0.0465,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer071.jpg,Blazer,striped,0.2577,all-season,0.2145,0.0095,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter190.jpg,Warmwear,solid,0.1845,winter,0.1627,0.0154,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter083.jpg,Warmwear,embroidered,0.2135,winter,0.2054,0.028,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress274.jpg,Dress,pleated,0.2621,summer,0.2296,0.056,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter346.jpg,Warmwear,striped,0.2149,all-season,0.21,0.0028,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant377.jpg,Formal_Pant,solid,0.2128,all-season,0.1675,0.0005,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer352.jpg,Blazer,solid,0.1908,fall,0.2552,0.032,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt076.jpg,Shirt,pleated,0.2312,summer,0.2273,0.0827,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant097.jpg,Pants,solid,0.2513,summer,0.2056,0.0385,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant416.jpg,Pants,solid,0.2089,summer,0.1878,0.0114,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt437.jpg,Skirt,pleated,0.2081,summer,0.18,0.0525,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts024.jpg,Shorts,embroidered,0.1914,all-season,0.1866,0.009,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant339.jpg,Pants,solid,0.2107,winter,0.1748,0.015,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter376.jpg,Warmwear,embroidered,0.1964,winter,0.1931,0.0175,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt051.jpg,Shirt,solid,0.2535,summer,0.2253,0.0193,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top376.jpg,Top,solid,0.2514,summer,0.2494,0.0522,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer091.jpg,Blazer,solid,0.1809,fall,0.2298,0.0342,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket305.jpg,Jacket,solid,0.1821,fall,0.2001,0.0206,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress295.jpg,Dress,pleated,0.298,summer,0.2084,0.0546,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top237.jpg,Top,solid,0.1923,summer,0.1891,0.0512,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter307.jpg,Warmwear,graphic,0.2003,winter,0.2241,0.0344,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant287.jpg,Formal_Pant,solid,0.1873,summer,0.1485,0.0129,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket419.jpg,Jacket,solid,0.2664,all-season,0.2499,0.0087,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt149.jpg,Skirt,pleated,0.2032,summer,0.1621,0.029,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt373.jpg,Skirt,pleated,0.3,all-season,0.2079,0.0019,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts202.jpg,Shorts,solid,0.2068,summer,0.1858,0.0113,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter038.jpg,Warmwear,solid,0.2297,all-season,0.2245,0.0015,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top305.jpg,Top,pleated,0.2542,summer,0.2639,0.0844,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant149.jpg,Formal_Pant,solid,0.1913,all-season,0.162,0.0091,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top186.jpg,Top,solid,0.2504,summer,0.2549,0.0614,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant299.jpg,Formal_Pant,solid,0.175,summer,0.1519,0.0334,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter060.jpg,Warmwear,graphic,0.198,winter,0.1927,0.023,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top196.jpg,Top,floral,0.1787,summer,0.1946,0.0574,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt006.jpg,Shirt,solid,0.2532,summer,0.2104,0.0196,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt221.jpg,Skirt,pleated,0.241,summer,0.1844,0.0186,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt023.jpg,Skirt,solid,0.2325,summer,0.1998,0.0479,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt262.jpg,Shirt,checkered,0.2594,summer,0.2152,0.0521,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt322.jpg,Shirt,striped,0.2672,summer,0.1999,0.0294,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant267.jpg,Formal_Pant,solid,0.2189,all-season,0.1874,0.0054,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket196.jpg,Jacket,solid,0.2144,all-season,0.1979,0.0013,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt322.jpg,Skirt,pleated,0.2564,summer,0.1822,0.0237,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket157.jpg,Jacket,solid,0.1957,winter,0.2462,0.0336,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant128.jpg,Pants,solid,0.222,all-season,0.1748,0.0071,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket324.jpg,Jacket,solid,0.1706,all-season,0.2117,0.004,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter217.jpg,Warmwear,solid,0.2077,winter,0.2383,0.034,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant002.jpg,Formal_Pant,solid,0.2079,all-season,0.1765,0.0018,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts290.jpg,Shorts,solid,0.1656,all-season,0.1491,0.0017,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant353.jpg,Formal_Pant,solid,0.1994,all-season,0.1525,0.0054,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer366.jpg,Blazer,solid,0.1959,all-season,0.189,0.0061,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts408.jpg,Shorts,graphic,0.2092,summer,0.1684,0.0495,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt359.jpg,Skirt,pleated,0.2594,summer,0.1675,0.012,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket302.jpg,Jacket,solid,0.2384,fall,0.245,0.0256,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant198.jpg,Pants,solid,0.206,all-season,0.1691,0.0002,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer290.jpg,Blazer,checkered,0.2443,fall,0.2258,0.0459,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant094.jpg,Pants,solid,0.1825,winter,0.1681,0.0169,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts362.jpg,Shorts,solid,0.1763,summer,0.1697,0.0403,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt116.jpg,Skirt,solid,0.2531,all-season,0.1818,0.0064,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter304.jpg,Warmwear,graphic,0.193,winter,0.1733,0.0228,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant292.jpg,Pants,solid,0.2335,all-season,0.2046,0.0003,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter200.jpg,Warmwear,embroidered,0.2258,winter,0.2138,0.0252,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top010.jpg,Top,graphic,0.2071,summer,0.1994,0.0386,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts356.jpg,Shorts,solid,0.2332,summer,0.2124,0.0317,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket376.jpg,Jacket,solid,0.2033,all-season,0.1871,0.0008,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant244.jpg,Formal_Pant,solid,0.215,all-season,0.1721,0.0007,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant275.jpg,Pants,solid,0.1966,summer,0.1773,0.0277,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant389.jpg,Pants,solid,0.2193,fall,0.1913,0.0191,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt122.jpg,Skirt,solid,0.2462,summer,0.2013,0.0316,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter135.jpg,Warmwear,solid,0.2407,all-season,0.1796,0.0035,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant121.jpg,Pants,solid,0.2148,all-season,0.1622,0.0091,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter213.jpg,Warmwear,solid,0.2237,winter,0.2306,0.0182,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts412.jpg,Shorts,solid,0.1565,summer,0.1445,0.0128,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant249.jpg,Formal_Pant,solid,0.1808,fall,0.1528,0.0123,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant210.jpg,Pants,solid,0.2011,fall,0.1766,0.0267,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top316.jpg,Top,solid,0.2648,all-season,0.2327,0.0069,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt054.jpg,Skirt,solid,0.1994,fall,0.1792,0.0234,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts339.jpg,Shorts,solid,0.2172,summer,0.1924,0.025,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top342.jpg,Top,solid,0.1929,summer,0.2077,0.0661,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top266.jpg,Top,floral,0.2142,summer,0.2309,0.064,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant265.jpg,Formal_Pant,solid,0.2118,all-season,0.1701,0.0047,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt199.jpg,Skirt,pleated,0.2412,summer,0.2312,0.0754,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant022.jpg,Formal_Pant,solid,0.1841,all-season,0.1633,0.0005,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt093.jpg,Shirt,solid,0.2393,summer,0.2128,0.0234,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter306.jpg,Warmwear,graphic,0.2041,winter,0.2275,0.0464,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress045.jpg,Dress,floral,0.2148,summer,0.1789,0.0694,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt002.jpg,Shirt,striped,0.2704,summer,0.2431,0.0332,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant048.jpg,Formal_Pant,striped,0.2467,all-season,0.1832,0.0043,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt010.jpg,Skirt,checkered,0.2776,all-season,0.1812,0.0029,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt384.jpg,Shirt,solid,0.242,summer,0.2339,0.081,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt037.jpg,Skirt,checkered,0.2656,fall,0.2076,0.0186,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts015.jpg,Shorts,graphic,0.196,summer,0.1785,0.0453,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant172.jpg,Formal_Pant,solid,0.2355,all-season,0.1737,0.0016,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer194.jpg,Blazer,solid,0.2041,fall,0.2087,0.0357,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top263.jpg,Top,solid,0.2129,summer,0.2039,0.0175,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant043.jpg,Formal_Pant,solid,0.1858,fall,0.1643,0.0145,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts188.jpg,Shorts,solid,0.1965,all-season,0.1424,0.0029,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket125.jpg,Jacket,solid,0.2101,fall,0.2006,0.0114,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer249.jpg,Blazer,checkered,0.2613,fall,0.2282,0.0365,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt427.jpg,Skirt,pleated,0.2183,all-season,0.1469,0.0017,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter400.jpg,Warmwear,solid,0.2611,winter,0.2087,0.0129,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer075.jpg,Blazer,striped,0.2327,fall,0.2034,0.016,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant027.jpg,Formal_Pant,solid,0.1953,all-season,0.1901,0.0075,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt444.jpg,Skirt,solid,0.2013,summer,0.1809,0.0472,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket106.jpg,Jacket,solid,0.1966,fall,0.2193,0.0254,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts138.jpg,Shorts,solid,0.1685,summer,0.1521,0.0317,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter035.jpg,Warmwear,solid,0.1863,winter,0.1669,0.027,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter034.jpg,Warmwear,graphic,0.1495,winter,0.1436,0.0189,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant263.jpg,Formal_Pant,solid,0.2032,all-season,0.1713,0.0033,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top127.jpg,Top,solid,0.2698,summer,0.2079,0.0722,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt247.jpg,Shirt,solid,0.2019,summer,0.1865,0.0112,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt341.jpg,Skirt,pleated,0.2185,summer,0.1939,0.0498,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts414.jpg,Shorts,striped,0.1825,summer,0.1658,0.0183,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant083.jpg,Pants,solid,0.215,all-season,0.1716,0.0074,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt053.jpg,Skirt,solid,0.2534,all-season,0.2012,0.0071,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter192.jpg,Warmwear,solid,0.2212,all-season,0.1818,0.0029,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket039.jpg,Jacket,solid,0.1758,winter,0.2438,0.0173,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt096.jpg,Shirt,solid,0.2406,summer,0.1975,0.0162,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Skirt\skirt019.jpg,Skirt,floral,0.2104,all-season,0.1751,0.0003,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Top\top352.jpg,Top,floral,0.2262,summer,0.2432,0.0701,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer259.jpg,Blazer,solid,0.2023,all-season,0.1888,0.0096,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant215.jpg,Pants,solid,0.2234,all-season,0.1912,0.0051,low_confidence_fallback
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket448.jpg,Jacket,solid,0.2356,winter,0.2535,0.0101,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shirt\shirt324.jpg,Shirt,solid,0.2433,summer,0.2367,0.0588,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant079.jpg,Formal_Pant,checkered,0.1997,fall,0.1498,0.0115,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Jacket\jacket259.jpg,Jacket,solid,0.2295,winter,0.2654,0.0124,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress322.jpg,Dress,solid,0.2283,summer,0.2295,0.0489,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Dress\dress157.jpg,Dress,pleated,0.2276,summer,0.1823,0.0371,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Shorts\shorts386.jpg,Shorts,solid,0.2121,summer,0.1863,0.0202,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Formal_Pant\formal_pant037.jpg,Formal_Pant,solid,0.2218,fall,0.1913,0.0138,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter160.jpg,Warmwear,solid,0.199,winter,0.181,0.0205,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant328.jpg,Pants,solid,0.2124,summer,0.1871,0.0423,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer363.jpg,Blazer,solid,0.2078,fall,0.2079,0.0258,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Pants\pant259.jpg,Pants,solid,0.2029,winter,0.1832,0.016,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Warmwear\winter342.jpg,Warmwear,striped,0.1847,winter,0.2255,0.0149,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer031.jpg,Blazer,striped,0.2556,fall,0.2117,0.0339,clip
C:\Users\Lenovo\Desktop\StyleMind\stylemind-cnn-training-pipeline\data\processed_dataset\Blazer\blazer040.jpg,Blazer,solid,0.1931,fall,0.2045,0.0332,clip
